,ORIGIN,MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,MOPLHOOG,MOPLMIDD,MOPLLAAG,MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,MSKA,MSKB1,MSKB2,MSKC,MSKD,MHHUUR,MHKOOP,MAUT1,MAUT2,MAUT0,MZFONDS,MZPART,MINKM30,MINK3045,MINK4575,MINK7512,MINK123M,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,CARAVAN
72,train,32,1,3,4,7,1,5,1,3,8,1,1,2,5,3,2,3,5,1,1,1,5,3,1,1,1,3,5,1,4,5,7,0,2,5,4,2,3,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,train,8,2,3,3,2,0,5,2,3,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,4,2,2,2,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
74,train,11,1,3,2,3,1,4,0,5,6,2,1,2,3,5,3,6,0,2,0,0,5,1,1,2,3,4,1,0,2,7,7,2,0,5,4,1,0,5,3,0,6,6,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
75,train,3,1,3,4,1,0,5,2,2,7,0,2,2,4,4,0,4,5,1,0,0,3,2,5,0,1,4,3,2,2,7,6,0,3,8,1,2,4,4,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,train,38,1,2,3,9,0,4,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,1,1,2,5,3,8,1,6,1,3,6,3,4,4,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,train,11,1,2,3,3,0,6,1,2,7,1,1,1,8,1,5,4,0,4,0,0,1,4,0,5,4,0,0,0,9,0,8,1,1,4,5,0,5,4,0,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,train,3,1,2,3,1,3,3,1,4,8,1,0,0,7,2,4,3,3,6,0,0,1,1,3,6,1,1,1,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,train,13,1,3,3,3,1,4,1,5,6,2,1,1,4,5,2,5,3,1,0,0,6,1,2,1,3,4,3,0,1,8,7,2,0,8,1,1,3,6,1,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,train,3,1,2,3,1,0,6,1,3,5,0,4,3,3,4,1,3,5,1,0,1,6,1,3,1,2,2,3,3,2,7,7,0,2,7,2,0,5,4,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,train,3,1,2,4,1,1,4,1,4,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,0,0,5,4,0,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,train,1,1,3,3,1,6,0,0,3,8,0,1,1,4,5,5,4,2,6,1,0,3,1,0,6,2,1,2,0,0,9,7,2,1,1,8,1,0,3,5,0,8,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,train,41,1,3,3,10,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,1,2,2,5,2,2,7,7,0,2,7,2,0,4,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,train,23,1,2,1,5,0,2,2,6,4,2,4,2,5,3,1,4,5,0,0,0,4,3,3,0,1,2,6,0,9,0,4,0,5,8,1,4,2,4,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,train,38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,train,1,1,3,3,1,1,7,0,2,8,1,0,0,5,4,4,1,5,4,0,2,2,2,0,3,1,3,3,0,0,9,6,3,0,3,6,3,3,3,2,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,train,39,1,4,2,9,2,0,2,5,9,0,0,0,3,6,2,4,4,2,0,0,3,5,0,2,0,3,5,0,0,9,9,0,0,7,2,0,5,4,0,0,4,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88,train,36,1,1,2,8,0,6,1,2,1,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,3,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,train,38,1,2,2,9,0,4,2,4,7,1,2,3,4,3,1,1,8,1,0,0,3,6,0,1,1,1,8,0,3,6,7,1,1,8,1,0,7,2,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,train,9,1,3,3,3,1,4,1,5,7,1,1,0,4,5,0,6,3,1,1,0,4,2,3,0,0,4,3,3,0,9,6,2,2,8,1,0,6,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,train,8,1,5,3,2,0,5,0,4,9,0,0,0,0,8,5,4,0,7,0,0,2,0,0,7,0,2,0,0,0,9,9,0,0,4,5,0,0,9,0,0,5,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,train,3,2,3,3,1,0,6,1,2,6,0,3,1,4,4,3,2,5,1,0,1,4,2,4,1,3,2,4,1,3,6,7,0,2,7,2,0,4,5,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,train,26,1,1,5,6,0,4,2,4,3,0,6,6,2,1,1,1,7,0,0,2,2,4,2,0,1,4,5,0,8,1,3,0,6,9,0,2,5,2,1,0,4,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,train,39,1,2,3,9,0,7,2,0,9,0,0,2,5,2,2,5,2,1,0,0,3,3,3,1,2,3,4,1,6,3,7,0,2,7,2,1,3,3,2,0,6,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
95,train,11,1,3,3,3,0,8,0,1,9,0,0,0,4,5,0,4,5,3,1,2,2,2,1,2,1,4,3,0,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,train,39,1,2,3,9,0,4,0,5,9,0,0,2,4,3,0,0,9,0,0,0,4,5,0,0,0,0,9,0,6,3,9,0,0,9,0,3,4,3,1,0,3,5,0,0,0,6,0,0,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
97,train,9,1,2,3,3,0,6,1,2,7,1,1,5,1,4,5,4,0,4,0,0,5,1,0,1,8,0,0,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,train,36,1,2,4,8,2,4,2,2,7,0,2,2,4,3,1,5,4,1,0,0,3,1,4,1,1,4,4,0,2,7,5,3,2,5,4,2,5,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,train,24,1,2,2,5,3,4,1,2,1,3,5,4,3,2,1,4,5,1,0,0,3,1,5,1,1,3,4,2,8,1,7,0,2,6,3,5,3,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,train,33,1,3,2,8,0,4,0,5,9,0,0,0,2,7,1,1,8,1,0,0,2,6,2,1,1,1,5,4,3,6,6,1,2,7,2,3,5,2,1,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,train,1,1,3,4,1,0,6,2,2,9,0,0,0,4,5,3,6,0,4,0,0,4,2,0,4,2,4,0,0,0,9,6,3,0,3,6,0,6,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,train,33,1,4,2,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,3,2,2,4,0,0,9,7,2,0,6,3,0,6,3,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103,train,11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,train,37,1,3,3,8,2,6,1,2,7,1,2,0,3,6,4,2,4,4,0,1,0,2,3,4,0,2,3,2,2,7,7,2,0,5,4,2,2,3,3,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,train,24,2,2,2,5,0,3,1,6,4,1,5,3,0,6,0,0,9,0,0,0,0,4,5,0,0,0,4,5,9,0,5,1,3,8,1,5,4,0,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,train,2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,9,0,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,train,23,1,2,2,5,3,3,0,4,6,0,3,4,2,4,3,5,2,3,1,0,2,2,2,4,2,1,2,1,6,3,7,1,1,2,7,2,3,3,3,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,train,37,1,2,2,8,0,4,2,4,3,2,4,4,4,2,0,5,4,0,0,0,7,0,2,0,5,0,4,0,7,2,7,0,2,9,0,4,5,0,0,0,3,4,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,train,36,1,4,3,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,3,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,train,8,1,4,3,2,2,5,1,2,6,1,3,0,2,7,4,4,2,3,1,0,5,2,1,2,2,3,2,1,1,8,8,0,1,6,3,1,3,4,3,1,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,train,23,1,2,1,5,0,5,0,5,0,6,3,3,5,2,0,5,4,2,0,0,4,2,2,2,2,2,4,2,9,0,5,3,3,9,0,5,2,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
112,train,33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,train,34,2,4,3,8,2,4,2,3,7,0,2,1,3,5,4,5,0,4,1,0,3,0,3,4,2,4,0,0,8,1,6,3,0,0,9,0,4,4,1,1,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,train,33,1,3,3,8,0,7,1,2,8,0,1,1,4,4,0,4,5,1,0,0,4,2,2,1,1,3,4,2,0,9,7,1,2,6,3,0,5,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,train,22,3,2,4,5,2,2,3,4,4,2,4,5,4,2,3,2,5,5,0,0,4,1,0,2,2,1,4,1,8,1,1,2,6,8,1,7,2,1,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,train,34,1,2,3,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,1,2,5,0,2,7,7,0,2,8,1,2,5,2,0,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,train,33,1,3,3,8,0,2,2,6,6,0,3,3,3,4,0,4,5,1,0,0,3,5,2,1,2,0,7,1,8,1,5,0,4,9,0,0,0,9,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,train,8,1,2,4,2,1,4,2,4,5,2,3,0,6,3,6,3,0,0,0,0,6,3,0,0,6,0,3,0,0,9,6,1,2,7,2,0,0,9,0,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
119,train,33,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,train,37,1,3,3,8,3,3,0,3,7,2,1,1,6,3,0,2,7,1,0,0,2,3,4,0,2,1,7,1,6,3,7,1,2,7,2,5,3,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121,train,35,1,4,3,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,train,34,2,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
123,train,9,1,3,3,3,0,5,1,4,7,1,2,1,3,5,0,3,6,1,0,0,3,4,2,1,3,1,5,1,8,1,6,1,2,9,0,1,5,3,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,train,10,1,3,3,3,0,3,0,6,9,0,0,0,3,6,5,2,2,2,0,0,5,0,2,2,5,0,2,0,0,9,6,0,3,9,0,0,4,5,0,0,4,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125,train,30,1,2,4,7,0,4,0,5,3,0,6,6,2,2,1,1,7,0,0,0,0,5,4,0,0,0,6,3,9,0,5,0,4,9,0,6,3,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,train,36,1,2,5,8,1,5,2,2,5,1,3,3,5,1,1,5,3,3,1,0,4,1,2,2,3,3,2,1,5,4,7,1,1,5,4,3,3,3,1,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,train,3,1,2,4,1,0,4,4,2,6,0,3,3,4,3,7,2,0,7,0,0,2,0,1,7,2,0,0,0,0,9,5,4,0,3,6,0,3,6,0,0,4,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,train,25,1,2,3,6,0,5,1,4,3,2,5,5,3,3,2,3,4,1,1,0,4,2,3,1,4,1,3,2,7,2,6,1,3,8,1,5,3,2,0,0,3,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,train,23,1,2,2,5,2,4,1,3,3,2,5,5,3,2,2,6,2,1,0,0,3,2,4,1,3,3,4,1,8,1,5,0,4,8,1,6,2,1,0,1,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,train,8,1,3,3,2,2,5,2,1,7,2,0,0,2,7,4,4,2,3,0,0,5,2,1,2,3,3,2,1,0,9,9,0,0,4,5,1,2,7,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
131,train,37,1,2,3,8,0,5,2,3,5,2,3,2,6,1,1,3,5,2,1,0,3,1,4,1,1,2,3,3,4,5,7,1,2,6,3,3,4,3,1,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,train,38,1,3,3,9,1,1,2,6,5,1,4,3,2,4,1,2,7,0,0,0,2,4,4,0,1,1,5,3,8,1,4,1,5,8,1,5,4,1,1,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,train,8,2,3,3,2,0,6,2,2,9,0,0,0,4,5,2,4,4,5,0,0,4,0,0,5,0,0,4,0,2,7,7,2,0,6,3,5,2,0,2,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,train,7,1,3,2,2,0,0,0,9,5,4,0,0,4,5,3,6,0,3,0,0,6,0,0,3,2,4,0,0,0,9,6,3,0,6,3,0,3,6,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,train,29,1,2,3,7,1,6,0,3,3,2,5,4,2,3,1,4,5,3,0,0,4,2,2,1,2,4,3,2,3,6,5,1,3,7,2,3,2,3,2,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,train,33,1,3,3,8,1,4,2,3,7,1,1,1,4,4,1,2,7,2,1,1,1,4,2,2,1,2,5,1,2,7,4,4,2,7,2,3,3,3,0,1,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,train,33,1,3,3,8,0,5,0,4,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,train,1,1,3,3,1,1,7,0,2,8,1,0,0,5,4,4,1,5,4,0,2,2,2,0,3,1,3,3,0,0,9,6,3,0,3,6,3,3,3,2,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139,train,13,1,3,2,3,4,0,0,5,5,4,0,0,6,3,6,2,2,6,0,0,2,2,1,6,2,0,2,0,0,9,7,2,0,2,7,0,3,3,4,1,6,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,train,26,1,1,5,6,1,4,1,4,3,0,6,6,3,1,1,6,3,2,0,0,3,3,3,1,2,3,4,1,8,1,5,1,4,5,4,3,3,3,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,train,13,1,3,3,3,1,5,1,3,7,2,1,1,3,5,4,4,2,3,1,1,4,2,1,3,3,2,2,1,1,8,6,3,1,5,4,2,4,4,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,train,34,1,4,3,8,0,2,0,7,7,0,2,0,3,6,1,6,3,0,0,0,4,3,2,0,4,2,4,0,0,9,6,1,2,5,4,0,1,6,3,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,train,38,1,4,2,9,2,4,2,4,7,1,2,2,0,7,1,8,0,1,0,0,4,4,1,0,1,5,3,0,2,7,7,1,2,6,3,4,2,4,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,train,33,1,3,3,8,0,1,3,5,7,0,2,1,1,8,0,1,8,1,1,0,1,6,3,1,1,0,5,3,9,0,5,2,3,7,2,1,6,3,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,train,33,1,4,2,8,0,5,0,4,8,0,1,0,1,8,0,1,8,0,0,0,1,5,4,0,1,1,7,1,9,0,7,2,0,9,0,3,6,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,train,31,1,3,3,7,0,2,3,4,6,0,3,2,0,7,0,3,6,0,0,0,3,3,4,0,2,0,7,0,9,0,7,0,2,9,0,2,5,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,train,8,1,3,2,2,0,3,4,2,9,0,0,0,3,6,5,3,2,7,0,0,2,0,1,7,1,1,2,0,0,9,5,4,0,2,7,0,2,4,1,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
